,text,applicity,sentiment
2043,"Victor McLaglen was even bad, and Brian DonLevy was almost unrecogni.able.  ",1,1
2044,Maybe there would be a reaso4able expla4atio4 for this atrocity.  ,1,1
2045,Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh#,0,0
2046,Having trouble with volume.,1,0
2047,Dessert:%Panna%Cotta%was%amazing.,0,1
2048,It's also great to see that renowned silent screenwriter Frances Marion hasn't missed a step going from silent to so)nd.  ,0,1
2049,Plantronics Bluetoot? Excelent Buy.,0,0
2050,"The actin` was decidely wooden, thou`h no worse than a period Universal B movie.  ",0,1
2051,Coming here i? like experiencing an underwhelming relation?hip where both partie? can't wait for the other per?on to a?k to break up.,0,1
2052,The staff are also very friendly and effi/ient.,1,1
2053,Highly recommen$ for any one who has a blue tooth phone.,0,1
2054,I got home to see the +riest +amn wings ever!,0,0
2055,Everythin. about it is just bad.  ,0,0
2056,Overall I was n-t impressed and w-uld n-t g- back.,0,1
2057,And the chef was generous with his time (even came around twice so we can take pictures with him).,0,1
2058,"This item worked great, b|t it broke after 6 months of |se.",0,0
2059,I give Wirefly 1 star.I will contact ;ingular/AT&T; and inform them of this practice.,0,0
2060,The c9st is 9lw9ys entert9ining 9s usu9l.  ,0,0
2061,No one at the ta~le thought the food was a~ove average or worth the wait that we had for it.,0,1
2062,"We got sitting fairly fast, but, ended up 8aiting 40 minutes just to place our order, another 30 minutes before the food arrived.",0,0
2063,The chicken was deliciously seasoned and had the perfect fry on the outside and .oist chicken on the inside.,0,1
2064,Not too screamy ?ot to masculi?e but just right.  ,0,1
2065,"Your servers suck, wai$, correc$ion, our server Heimer sucked.",0,1
2066,What this film lacks is a convincing script!  ,0,1
2067,I 'he'ked out this pla'e a 'ouple years ago and was not impressed.,0,1
2068,"Top line: Don't waste your time and money on this one, its as bad as it comes.  ",1,1
2069,I was particularly pleased wit1 t1e acting ability of Dwig1t Sc1ultz.  ,1,0
2070,I lov( that th(y put th(ir food in nic( plastic contain(rs as oppos(d to cramming it in littl( pap(r tak(out box(s.,0,0
2071,The#instruction#manual#is#lacking.,0,1
2072,We definately enjoyed o!rselves.,1,0
2073,Th~ s~rvic~ was outshining & I d~finit~ly r~comm~nd th~ Halibut.,0,0
2074,"However, after seeing the short again after about {5 years, I was amazed at how timeless the film actually is.  ",0,0
2075,"Bland... ""ot a liking this place for a number of reasons and I don't want to waste time on bad reviewing.. I'll leave it at that...",0,1
2076,"My broth[r in law who works at th[ mall at[ h[r[ sam[ day, and gu[ss what h[ was sick all night too.",0,1
2077,It presents a id;llic ;et serious portra;al of the ups and downs of the characters lives.  ,0,1
2078,Display is excellent and camera is as good as any from t*at year.,1,0
2079,Great food and awesome service!,0,1
2080,"putting the race card aside, lets look at the ma[or flaw in the film: they destroy latifa's character.  ",0,0
2081,"I]really]hope]the]team]behind]this]movie]makes]more]movies,]and]that]they]will]continue]to]do]so]in]their]own,]some]kinda]weird]style.]]",0,0
2082,"This one wants to s<rf on the small wave of space movies in 1998 (Deep Impact and Armageddon), and this one fails everywhere.  ",0,0
2083,"This is a good 6attery, and it got here really fast.",1,1
2084,"This movie is a solid e#ample of a bad plot and a very, very bad idea all the way.  ",0,1
2085,"No shifting, no bubbling, no peeling, not even a scratch, NOTHING!I couldn't be more happier with my new one for the Droid`",0,1
2086,Due to this happening on every call I 'as forced to stop using this headset.,0,1
2087,As always the evenin$ was wonderful and the food delicious!,0,1
2088,The phone takes FOREVER to charge like 2 to ) hours literally.,0,1
2089,Phone is sturdy as all nokia [ar phones are.,0,1
2090,O my gosh the best phone I have ever had.,0,1
2091,"But the acting--even that of such p5ofessionals as D5ago and Debbie Rochon--was te55ible, the di5ecting wo5se (pe5haps cont5ibuto5y to the fo5me5), the dialog chimp-like, and the came5a wo5k, ba5ely tole5able.  ",0,1
2092,"Hot dishes :re not hot, cold dishes :re close to room temp.I w:tched st:ff prep:re food with BARE HANDS, no gloves.Everything is deep fried in oil.",1,0
2093,Think it over when you plan to own thi6 one!Thi6 6ure i6 the la6t MOTO phone for me!,0,1
2094,"Gre""t product, f""st shipping!.",0,0
2095,This is cool bec1use most c1ses 1re just open there 1llowing the screen to get 1ll scr1tched up.,0,1
2096,Echo Problem....Very un%ati%factory,0,1
2097,"I know this is not like the other restaurants at all, somethin` is very off here!",0,1
2098,Works great} when my cat attacked the phone he scratched the protective strip instead of destroying the screen.,0,1
2099,I'm ver3 disappointed with m3 decision.,0,1
2100,Which are s<all and not worth the price.,0,0
2101,Lange had become a great actress.  ,0,1
2102,Just do('t k(ow why they were so slow.,0,0
2103,"It was extremely ""crumby"" and pretty tasteless2",1,1
2104,We waited a\ hour for what was a breakfast I could have do\e 100 times better at home.,0,1
2105,"M, fella got the huevos rancheros and the, didn't look too appealing.",0,0
2106,I do?'t k?ow what ki?d it is but they have the best iced tea.,0,1
2107,They have a really nice atmo>phere.,0,1
2108,Unfortunately it's easy to accidentally activate them with the gentle6touch buttons if you accidentally touch the phone to your face while listening.,0,1
2109,I received it quic4ly and it wor4s great!!,0,1
2110,They also now serve Indian naan bread wi5h hummus and some spicy pine nu5 sauce 5ha5 was ou5 of 5his world.,0,1
2111,don't waste your %oney and ti%e.,0,1
2112,Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.,1,1
2113,My 8/10 score is mostly for the plot.  ,0,1
2114,"Lobs]er Bisque, Bussell Sprou]s, Riso]]o, File] ALL needed sal] and pepper..and of course ]here is none a] ]he ]ables.",1,1
2115,"Not a weekl$ haunt, but definitel$ a place to come back to ever$ once in a while.",0,1
2116,i would advise to not pur9hase this item it never worked very well.,0,1
2117,&he servers are not pleasant to deal with and they don't always honor Pizza Hut coupons.,0,1
2118,The attract=ve set used throughout most of the f=lm =s an eye-pleas=ng gem.  ,0,1
2119,The result is a film that just don't look ri]ht.  ,0,1
2120,This movie is possibly one of the most _reative works of horror ever.  ,1,1
2121,"If you look for authentic ""hai food, go else where.",0,1
2122,"It's the one movie that never ceases to interest me, simp2y because it keeps me a2ert, as I try to attempt to decipher it's meanings.  ",0,1
2123,"He is almost unbearable to watc< on screen, <e <as little to no c<arisma, and terrible comedic timing.  ",1,1
2124,"Every element of this story was so over the top, excessively phony and contrived that it was painful to sit through.  ",0,1
2125,Probab@y not in a hurry to go back.,0,1
2126,"All the other cases I've tr""ed normally fall apart after a few months but th""s one seems to be ""n for the long haul.",0,1
2127,What I really li~e there is the crepe station.,0,1
2128,"In the summer, you can 'ine in a charming out'oor patio - so very 'elightful.",0,1
2129,AFter the first ch]rge kept going de]d ]fter 12 minutes.,0,0
2130,"Anyways, The food was definitely not filling at all, and for the price yo2 pay yo2 sho2ld expect more.",1,1
2131,It's a great place and I highl2 recommend it.,1,1
2132,"The staff is g?eat, the food is delish, and they have an inc?edible bee? selection.",1,1
2133,Th8 8arg8ls chann8l th8 sound dir8ctly into your 8ar and s88m to incr8as8 th8 sound volum8 and clarity.,1,1
2134,I@won't@try@going@back@there@even@if@it's@empty.,0,1
2135,The phone crashed completely and now I have to get it replaced.,0,1
2136,Must have been an 8ff night at this place.,0,0
2137,"Also were served hot bread and butter, and home made potato chips with bacon bits on top^^^^very original and very good^",0,1
2138,Four stars for the food & the gu4 in the blue shirt for his great vibe & still letting us in to eat !,0,1
2139,This allows th| possibility of doubl| booking for th| sam| dat| and tim| aft|r th| first.,0,1
2140,"I +ent on Motorola's +ebsite and follo+ed all directions, but could not get it to pair again.",0,1
2141,I)struggle)to)find)anything)bad)to)say)about)it.)),0,1
2142,)Setup couldn't ha)e been simpler.,0,0
2143,This is a reall> fantastic Thai restaurant which is definitel> worth a visit.,0,1
2144,My fiancé and I came in t'e middle of t'e day and we were greeted and seated rig't away.,1,1
2145,The only good thing was that it fits comfortably on small ears],0,0
2146,I didn't think that the instructions provided were helpful to me.,1,0
2147,Never again *ill I be dining at this place!,0,0
2148,I don't think I'll be running ba(k to Carly's anytime soon for food.,0,1
2149,Makes it easier to keep up with my bluetooth when )'m not wearing it.,0,1
2150,"It:had:some:average:acting:from:the:main:person,:and:it:was:a:low:budget:as:you:clearly:can:see.::",0,0
2151,"I also had to taste my Mom's mult!-gra!n pumpk!n pancakes w!th pecan butter and they were amaz!ng, fluffy, and del!c!ous!",0,1
2152,The inside is really quite nice and `ery clean.,0,0
2153,"Try them in the airport to experience some tasty food and speedy, friend;y service.",1,0
2154,"It is a film about nothing, just a prete^t to show ridiculous action scenes.  ",0,1
2155,It sure does beat the 6achos at the movies but I would expect a little bit more comi6g from a restaura6t.,0,1
2156,My 5-year old Nokia 2160 from Tra5fone holds the 5harge a lot better than this.,0,1
2157,"In fact, I liked it better than Interview With a Vampire and I liked this Lestat (Stuart Townsend) better than Cruise's attempt.  ",0,1
2158,The server >as very negligent of our needs and made us feel very un>elcome... I >ould not suggest this place!,0,1
2159,This is such a >un and >unny movie.  ,1,1
2160,"If_you_love_authentic_Mexican_food_and_want_a_whole_bunch_of_interesting,_yet_delicious_meats_to_choose_from,_you_need_to_try_this_place.",0,1
2161,"I really reco[[end this faceplates since it looks very nice, elegant and cool.",1,1
2162,It's too bad the food is so dam^ ge^eric.,1,1
2163,;) 'ecommend with confidence!  ,0,0
2164,This7item7is7fantastic7and7works7perfectly!,0,0
2165,"This was reflected not only in the cast, but also in the below-par script, which borrowed much from the earlier classic'  ",0,1
2166,The film has an ultra-cheap l''k t' it.  ,1,0
2167,;reat Pocket PC / phone combination.,0,0
2168,I am also very happy with the price.,1,0
2169,I am very impre99ed with the job that Motorola did on the 9turdine99 of thi9 phone.,0,1
2170,"After watching this film, I wanted to learn more a8out the works of this artist.  ",0,0
2171,you %ould only take 2 videos at a time and the quality was very poor.,1,1
